Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,Last_Third,PPA,CrsPA,Prog,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Press,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Height_Ground,Height_Low,Height_High,Body_Parts_Left,Body_Parts_Right,Body_Parts_Head,Body_Parts_TI,Body_Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Receiving_Targ,Receiving_Rec,Receiving_Rec_Pct,Miscon,Dispos
Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,26,1992,16.5,97.4,105,92.7,1638.2,492.8,2.42,3.39,71.4,79,82.4,95.8,16,19.2,83.3,0.3,0.18,0.13,1.52,9.82,2.61,0.36,10.7,105,101,4.06,2.91,0.61,20.4,1.7,0.67,0.06,0,0,0,81.2,14.2,9.7,8.85,93,1.64,1.09,0.18,97.4,0.06,0.79,1.52,0.91,113.3,2.73,19.9,75.2,25.1,0.79,110.6,1.45,1.7,85.7,1.45,0,88.7,393.5,204.8,96.5,1536,96.4,0.48,1.21
Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,24,1995,19.5,47.1,53,88.8,938.8,200.5,0.82,1.54,53.3,34,37.3,91.1,12.3,14.2,86.6,0.26,0.13,0.13,1.59,4.1,0.92,0.21,4.21,53,51.5,1.54,1.03,0.05,8.36,2.31,0.46,0.21,0.1,0.05,0,39.4,7.59,6,14.3,36,1.64,0.1,0.31,47.1,0.1,0.36,0.87,0.67,64.3,1.9,12.3,37,18.7,3.95,62.9,0.92,1.69,54.5,0.97,0,47.7,273.4,129.7,53.7,920,87.9,1.08,0.97
Mark Noble,eng ENG,MF,West Ham,eng Premier League,32,1987,25.5,39.3,48.9,80.5,802,226.9,0.59,1.96,30,27.4,32,85.5,11.4,14.9,76.3,0.04,0.06,-0.02,0.86,4.47,0.86,0.12,5.1,48.9,45.5,3.41,1.96,0.16,9.1,2.2,0.94,0.27,0.16,0.08,0,28.5,9.65,10.7,3.53,42.6,1.88,0.31,0.08,39.3,0.31,0.9,0.98,1.53,57.2,1.41,10.9,36.8,12.7,0.86,53.8,1.02,1.45,70.3,1.14,0,38.6,185.3,83.3,42.5,968,89.2,1.18,0.94
Mark Uth,de GER,MF,Köln,de Bundesliga,27,1991,12.4,24.3,37.8,64.2,528.1,141.4,0.4,2.18,18.5,15.6,20,77.8,8.31,15.6,53.1,0.4,0.27,0.14,2.26,2.1,1.21,0.16,4.76,37.8,30.6,7.18,3.06,0.32,5.97,3.39,6.69,3.63,1.61,1.94,0.08,18.7,7.82,11.3,31.9,3.71,1.05,0.16,0.48,24.3,0.08,1.53,0.89,1.45,53.4,0.56,6.05,26.2,24.5,4.03,46.7,1.45,2.5,58.1,1.69,0,35.8,244.9,109.8,44.6,412,74.5,3.15,2.18
Marko Grujić,rs SRB,MF,Hertha BSC,de Bundesliga,23,1996,26.3,33.1,41.1,80.4,636.1,153.3,0.53,1.71,31.1,24.6,29.7,83.1,7.91,9.77,80.9,0.04,0.02,0.02,0.49,3.57,0.46,0.04,3.99,41.1,40.1,1.06,0.87,0.04,10.5,1.25,0.19,0,0,0,0,26.2,7.53,7.41,6.35,29.6,2.62,0.08,0.15,33.1,0.11,0.72,0.61,1.18,53.5,3.61,13.5,33.2,9.77,1.29,52.7,1.14,1.41,81.1,1.14,2,33.1,186,96.3,38.3,887,88,0.91,1.22
Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,17.8,39.3,45.6,86.2,666.7,158.9,0.79,1.97,40,33,36,91.6,5.56,7.64,72.8,0,0.06,-0.06,0.96,3.76,0.28,0,3.82,45.6,43.4,2.25,1.12,0.11,9.55,1.46,1.46,0.96,0.22,0.56,0.11,33.3,7.02,5.34,3.2,39.8,1.69,0.17,0,39.3,0.22,0.45,0.67,1.01,58.7,1.18,13.4,35.2,16.1,1.57,56.7,1.97,2.75,71.4,2.08,0,44.3,275.8,169.8,42.6,681,89.7,1.01,2.13
Martin Ødegaard,no NOR,MF,Real Sociedad,es La Liga,20,1998,24.9,47.5,58.6,81,819.5,254.2,1,2.41,41.7,38.2,42.9,89.1,8.23,13.3,61.7,0.2,0.22,-0.02,2.09,5.22,2.85,0.08,9.32,58.6,52.2,6.47,3.21,0.4,10.7,1.41,3.98,2.69,1.2,0.48,0.32,43.1,7.15,8.35,51.3,5.22,1.2,0.44,0.2,47.5,0.36,0.8,1.33,1.12,68.2,0.51,6.99,39.5,27.7,2.7,62.1,2.23,3.24,68.7,2.3,1,52.9,349.8,191.8,56.4,1286,89.1,1.48,2.11
Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,25,1994,18.5,33,39.3,84,628.4,126.8,0.54,1.24,43.5,25.4,28.9,87.8,7.14,9.19,77.6,0,0.03,-0.03,0.59,1.57,0.22,0,1.89,39.3,38,1.3,1.08,0,8.92,0.92,0.16,0,0,0,0,29.7,5.19,4.43,31.4,5.35,1.62,0.16,0.05,33,0.11,0.65,0.7,0.59,50.5,4.6,17.5,27.5,8.02,0.21,49.4,0.75,1.07,70,0.86,1,30,151.3,55.9,28.3,503,94.9,0.27,0.75
Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25,1994,19.3,75,83.4,89.9,1464.2,364.5,0.98,1.71,57.6,55.8,59.3,94,18.2,22.4,81.5,0.16,0.1,0.05,1.45,7.93,1.19,0.1,7.67,83.4,81.3,2.12,1.87,0.26,15.6,3.78,0.41,0,0,0,0,64.8,10.1,8.5,3.52,78.1,1.14,0.26,0.21,75,0.16,0.67,1.19,0.88,93.7,1.71,18.3,61.2,21.3,1.04,92.1,2.75,3.68,74.6,2.8,1,77.2,446.8,227,78.4,1438,95,0.93,0.98
Mathias Pereira Lage,pt POR,MF,Angers,fr Ligue 1,22,1996,17.1,22.9,31.7,72.1,323.6,99.4,0.35,2.11,16.7,20.7,25.3,81.9,1.81,4.33,41.9,0.18,0.15,0.02,1.29,1.64,0.99,0.35,2.4,31.7,30.7,0.99,0.23,0.23,6.2,0.41,2.92,0.58,0.23,0.35,0,20.3,5.15,6.26,4.44,24,1.52,0.18,0.23,22.9,0.06,0.76,0.99,1.52,45.3,0.88,6.49,21.7,20.5,2.92,44.3,1.05,2.57,40.9,1.29,2,29.4,202.2,119.1,40.7,510,73.3,1.93,1.23
Matías Vecino,uy URU,MF,Inter,it Serie A,27,1991,14,29.4,37.9,77.7,485.9,132,0.57,2.21,25.8,24.6,29.2,84.1,4.29,6.43,66.7,0.14,0.09,0.05,0.86,2.71,0.64,0.14,4,37.9,37.4,0.5,0.21,0.07,7,0.64,1.14,0,0,0,0,26.4,6.57,4.86,2.86,32.6,1.21,0.29,0.5,29.4,0.07,0.71,0.86,1.86,49.4,2.57,11.6,26,14.8,3.86,48.9,0.5,0.79,63.6,0.57,0,31.9,168.1,97.2,39.8,472,84.7,1,0.86
Mato Jajalo,ba BIH,MF,Udinese,it Serie A,31,1988,14,44.9,56.2,79.8,871.4,244.1,0.93,2.36,39.4,33.9,38.9,87.3,10,15,66.7,0,0.04,-0.04,0.86,4.43,0.64,0.14,5.71,56.2,52.5,3.71,2.64,0.14,12.1,2,1.5,0.57,0.14,0.07,0.07,38.4,8.36,9.43,10.1,42.6,2,0.43,0.29,44.9,0.21,0.64,1.36,1.29,67.9,2.86,16.2,42.8,13.6,1.14,64.2,1.86,2.79,66.7,2,0,45.9,291.7,159.2,43.9,578,94.1,0.71,1
Mattéo Guendouzi,fr FRA,MF,Arsenal,eng Premier League,20,1999,19.4,52.5,59,89,1036.5,282.1,0.77,2.11,36.6,38.5,41.3,93,13.2,15.5,85.4,0.05,0.06,-0.01,0.67,6.86,0.98,0.05,6.75,59,57.1,1.86,1.34,0.15,11.5,1.49,0.31,0.05,0,0,0,47.9,5.77,5.31,3.2,53.2,1.75,0.41,0.26,52.5,0.15,0.31,0.93,1.65,69.9,3.92,18.8,44.2,13.7,1.08,68.7,1.49,2.16,69,1.49,2,53.7,371.6,200.6,54.3,993,94.3,0.46,1.44
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,27.3,19,28.5,66.6,406.9,96.2,0.7,1.58,44.2,12.7,17.8,71.3,5.64,9.19,61.4,0.04,0.05,-0.01,0.26,2.78,0.51,0.04,2.71,28.5,27.4,1.17,0.77,0.04,5.64,2.23,1.1,0.29,0.11,0.07,0,12.3,5.64,10.6,3.11,20.1,3.55,0.04,0.11,19,0.22,1.1,0.15,0.88,39.9,1.65,6.89,24.9,10.1,0.7,38.7,0.84,1.17,71.9,0.92,1,21.9,141.7,57.2,20.8,483,85,1.1,1.17
Maxime Gonalons,fr FRA,MF,Granada,es La Liga,30,1989,16.7,28.9,34.7,83.2,644,165.3,0.42,0.96,43.8,18.8,21.7,86.5,9.64,12,80.5,0,0.02,-0.02,0.3,3.29,0.3,0,2.99,34.7,33.4,1.32,1.2,0.06,8.8,2.04,0.06,0.06,0,0,0,22.3,4.13,8.2,8.5,21.9,2.46,0.06,0.18,28.9,0,0.54,0.42,0.6,44.6,2.57,13.4,29.6,3.71,0.48,43.4,0.84,1.08,77.8,0.84,0,26.6,160.9,55.9,25.4,393,92.7,0.66,0.54
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,30.3,36.9,49.3,74.8,830.1,275.7,0.86,1.85,46.4,23.1,26.6,87,12.9,20.9,61.7,0.26,0.21,0.05,2.24,3.6,0.89,0.23,7.06,49.3,40.5,8.81,5.02,0.3,8.94,3.23,5.31,2.9,0.69,1.45,0.2,25.7,7.99,15.6,36.9,9.17,1.78,0.69,0.23,36.9,0.46,0.92,0.69,1.35,59.6,1.88,11.4,35.6,16,0.79,51.2,0.66,0.92,71.4,0.66,0,34.2,177.4,90.7,36.9,1027,91.9,0.73,0.89
Mehdi Abeid,dz ALG,MF,Nantes,fr Ligue 1,26,1992,20.2,39.7,47.4,83.7,724.7,190.6,0.3,1.04,28.6,31.3,34,92.1,8.07,12.4,65.2,0.1,0.07,0.03,1.29,4.21,0.3,0.2,4.06,47.4,42.8,4.6,2.08,0.05,7.77,2.48,3.07,2.33,0.79,0.79,0.35,33.9,5.59,7.92,5.15,39,2.08,0.2,0.4,39.7,0.15,1.14,0.54,0.59,58.2,1.09,10.4,37.3,14,0.99,54,0.59,1.09,54.5,0.59,0,38.7,212.8,104.8,42.3,759,88.9,0.69,1.29
Mesut Özil,de GER,MF,Arsenal,eng Premier League,30,1988,16,47.1,55.7,84.6,781.2,210.9,0.75,1.94,38.7,39.1,42.2,92.7,7.25,11.6,62.7,0.13,0.14,-0.02,2.25,3.69,1.56,0.06,6.94,55.7,50.1,5.63,1.88,0,11.3,1.06,4.44,3.56,0.94,1.38,0.81,40.3,7.25,8.19,48.6,5.88,0.63,0,0.44,47.1,0.31,0.31,0.75,1.38,63.5,0.56,7.5,33.1,28.8,2.88,58.2,1.31,1.94,67.7,1.44,3,48.8,294.6,148,60,799,83.2,1.69,1.81
Míchel,es ESP,MF,Valladolid,es La Liga,31,1988,21.5,46.3,59.5,77.7,991.1,261.8,1.02,2.14,47.8,30.7,34.9,88,14.5,22.5,64.6,0.05,0.09,-0.05,1.26,4.14,0.79,0.33,5.67,59.5,51.4,8.14,4.42,0.19,9.35,4.65,4.14,3.4,1.02,1.12,0.28,35.7,8.98,14.9,6.98,49.5,2.09,0.14,0.28,46.3,0.14,1.3,0.56,1.16,68.3,2.56,16.2,42.3,12.8,0.6,60.3,0.79,1.16,68,0.79,1,41.7,208.2,84.9,44.8,892,92.6,0.84,0.88
Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,33,1986,20.6,40.3,54.7,73.7,825.5,258.3,0.97,1.99,48.8,28.5,33.3,85.6,10.9,19.4,56,0.15,0.18,-0.03,2.23,4.47,0.73,0.24,7.52,54.7,45.3,9.42,4.56,0,10.2,2.86,6.75,4.76,2.14,1.89,0.63,31.7,7.18,15.9,37.4,12.5,2.91,0.1,0.24,40.3,0.24,1.41,0.63,1.12,65.1,2.86,11.9,39.8,16.7,0.44,55.5,0.58,0.58,100,0.58,0,34.2,219.9,96.3,36.6,689,91.4,0.53,0.68
Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,26.9,44.4,56.3,78.9,807.4,261.1,1.08,2.16,50,35.2,41.9,84,8.1,12.2,66.3,0.04,0.07,-0.03,1.04,5.91,1.04,0.19,6.73,56.3,55.3,0.97,0.78,0.04,14.1,1.49,1,0.04,0,0,0.04,36.6,9.29,10.4,45.5,4.24,2.34,0.07,0.56,44.4,0.3,1.3,0.93,1.19,69,2.58,12.9,43.3,16.5,1.83,68.4,0.9,1.58,56.8,1.04,3,47.2,208.4,104.4,55.2,1357,88.2,1.36,1.18
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,26,1993,10.1,32,41.2,77.6,570.2,143.3,1.09,2.48,44,24.7,28.6,86.2,6.24,10.1,61.8,0,0.02,-0.02,0.4,2.97,0.5,0,2.97,41.2,39.9,1.29,0.4,0,12.3,0.89,0.79,0.1,0,0.1,0,24,7.52,9.7,25.1,9.8,2.77,0.69,0.4,32,0.1,0.79,0.3,1.29,52.7,3.27,12.5,31.6,11,1.19,51.4,0.5,0.89,55.6,0.59,0,27.7,164,74.3,31.6,291,91.2,0.79,0.79
Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,15.2,44.9,55.5,81,905.9,251.6,0.92,2.04,45.2,32.2,37.5,85.8,11.8,15.9,74.4,0,0.05,-0.05,1.05,5.2,0.66,0,4.74,55.5,52.2,3.29,2.96,0.07,9.41,2.04,0.2,0.07,0,0,0.07,37.4,8.09,10,8.36,44,2.04,0.13,0.46,44.9,0.2,1.32,1.18,1.32,66.3,3.36,15.3,42.4,12.1,0.72,63.6,1.32,1.58,83.3,1.45,0,41,182.6,93.1,45.6,664,95.8,0.79,0.72
Miralem Pjanić,ba BIH,MF,Juventus,it Serie A,29,1990,20.1,67.3,77.1,87.3,1184.6,382.9,1.44,2.69,53.7,54.3,58.2,93.3,11.5,16.2,71.1,0.1,0.08,0.01,1.24,7.61,0.95,0.1,7.76,77.1,70.3,6.77,4.53,0.2,11.2,2.84,2.69,2.14,0.55,0.6,0.3,57.1,9.7,10.3,6.42,68.5,1.29,0.1,0.2,67.3,0.25,0.8,0.85,1.49,86,3.73,17.4,53.6,18.4,0.7,79.4,0.7,1,70,0.7,0,53.2,204.8,99.2,63.7,1226,95.7,0.55,0.7
Mirko Valdifiori,it ITA,MF,SPAL,it Serie A,33,1986,10.3,44.8,54.9,81.6,949.7,297.7,0.58,1.17,50,30.9,33.4,92.4,13.3,20.3,65.6,0.19,0.15,0.05,2.52,4.66,0.87,0.29,7.38,54.9,46.7,8.16,3.5,0,7.48,2.82,5.24,3.69,0.87,2.52,0,32.2,8.16,14.5,2.04,50.1,2.04,0.19,0,44.8,0.19,0.39,0.29,0.68,61.7,2.82,15.6,37,11.2,0.1,53.8,0.58,0.78,75,0.58,0,38.9,160.2,87.9,39.6,389,95.3,0.19,1.07
Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,30.1,37.6,80,514.5,102.4,1.2,2.24,53.7,23.6,27.7,85.2,5.31,7.68,69.2,0.17,0.14,0.03,1.2,2.24,0.91,0.29,2.82,37.6,36.5,1.16,0.58,0.08,7.93,1.2,2.7,0.29,0.12,0.12,0,26.8,5.81,5.02,6.02,29.6,0.91,0.29,0.37,30.1,0.17,0.5,0.66,1.33,52.1,0.66,7.05,30.1,19.8,2.82,51.1,1.99,3.24,61.5,2.12,2,39.9,296,157.8,48.3,893,76.7,2.41,2.45
Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,44.5,51.1,87.1,936.1,265.3,0.45,1.26,35.7,31,34.1,91,13.1,15.8,82.9,0,0.02,-0.02,0.36,5.32,0.54,0.09,5.59,51.1,49.5,1.53,0.9,0,8.74,2.7,0.72,0,0,0,0,30.5,10.5,10.1,6.94,40.7,1.98,0,0.27,44.5,0,0.36,0.54,0.81,61.4,2.34,14.5,40.5,9.19,0.63,59.9,0.27,0.27,100,0.27,0,35.5,157.8,67.7,41.4,428,93.2,0.36,0.63
Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,20.8,42.9,49.9,86,752.4,156.3,1.01,1.73,58.3,34.5,38.9,88.8,7.4,9.28,79.8,0.05,0.05,0,0.67,2.79,0.58,0.14,3.75,49.9,47.3,2.64,0.63,0.1,7.88,0.87,1.01,0,0,0,0,37,7.4,5.48,4.9,39.4,2.07,2.02,0.53,42.9,0.14,0.48,1.01,0.82,59.2,2.6,14.7,33.3,15.5,1.3,56.8,1.59,2.45,64.7,1.68,4,40.5,264.9,142.2,43.4,802,88.9,0.72,1.25
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,28,1991,16.4,48.7,58,84,857.1,216.3,1.46,3.17,46.2,38.2,43.8,87.1,9.09,11,82.8,0,0.12,-0.12,1.52,5.3,1.59,0.49,5.98,58,57.6,0.43,0.37,0,12.7,0.85,1.52,0,0,0,0,41,9.21,7.8,7.5,46.8,2.5,0,0.43,48.7,0.3,0.67,1.1,1.89,72.6,2.62,14.8,39.6,22.8,2.26,72.1,1.65,2.74,60,1.77,1,50.7,282.6,153.5,54.3,763,85.7,1.52,1.83
Nahitan Nández,uy URU,MF,Cagliari,it Serie A,23,1995,22.2,30,39.5,76,517.1,156.8,0.72,1.94,37.2,23.9,28,85.2,5.41,9.5,56.9,0.14,0.11,0.02,1.13,1.94,1.22,0.59,3.83,39.5,37.2,2.3,0.45,0.05,5.27,1.22,3.65,0.05,0,0.05,0,24.5,5.27,9.73,1.8,33.4,1.49,1.8,0.45,30,0.14,0.72,0.63,1.53,49.8,1.53,10.5,23.3,20.1,2.3,47.6,1.44,2.21,65.3,1.53,0,37.1,226,120.1,43.2,766,80,1.4,1.8
Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,25.5,16.8,22.7,74.2,290,64.6,1.33,1.88,70.8,11.9,15.9,75.1,3.57,4.9,72.8,0,0.02,-0.02,0.35,1.18,0.43,0.08,1.61,22.7,20.6,2.04,0.82,0.04,4.71,0.27,0.27,0,0,0,0,12.1,4.55,6,1.84,15.5,3.61,0.08,0.12,16.8,0.12,0.55,0.27,0.47,30.7,1.33,5.57,19.1,7.29,1.33,28.8,0.24,0.31,75,0.27,0,11.9,71.6,32.7,15.8,302,74.9,0.47,0.27
Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,10.8,52.3,61.4,85.2,952.3,259.1,0.37,1.2,30.8,41,46,89.1,10.9,14.2,77.1,0.09,0.08,0.01,1.2,5.74,0.93,0.09,5.93,61.4,60.1,1.3,0.93,0.09,14,1.76,0.28,0,0,0,0,45.9,7.04,8.43,49.9,7.31,2.41,0.37,0.28,52.3,0.09,0.93,1.2,1.3,74.2,2.88,20.1,46.2,13.6,0.68,73,1.78,2.12,84,1.78,0,52.6,313.2,182.8,55.5,622,95,0.59,1.36
Nemanja Radoja,rs SRB,MF,Levante,es La Liga,26,1993,17.2,37.7,42.6,88.5,721.5,162.3,0.29,0.99,29.4,28.5,31.3,91.3,8.9,10.3,86,0,0.04,-0.04,0.29,2.44,0.41,0.12,3.37,42.6,41.8,0.81,0.64,0,8.26,1.57,0.29,0,0,0,0,30.1,6.74,5.81,8.49,30.3,2.15,0.06,0.23,37.7,0.06,0.47,0.41,0.64,52.3,2.85,15.1,35.4,5.06,0.47,51.7,1.28,1.69,75.9,1.28,0,36.2,221.5,92.3,36.9,594,93.5,0.76,1.1
Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,29,1990,30.1,39.6,47.2,83.8,750.9,196,1.3,2.46,52.7,29.7,33.7,88.1,8.57,11.1,77.5,0,0.01,-0.01,0.47,3.79,0.43,0,4.15,47.2,45,2.23,1.3,0.03,10,0.66,0.1,0,0,0,0,32,7.48,7.74,13.3,29.4,2.86,0.07,0.27,39.6,0.13,0.8,0.73,1.1,59.1,3.36,18.9,36.1,7.74,0.7,57.2,1.06,1.36,78,1.06,2,37.5,219.9,106.5,35.9,1028,95.2,0.73,1.06
Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,16.7,44.6,54.5,81.9,875.6,252.4,0.72,2.4,30,32.8,37.4,87.7,11.1,14.7,75.5,0.18,0.08,0.1,1.02,5.27,1.32,0.12,7.01,54.5,53.7,0.84,0.3,0.06,9.34,1.8,1.74,0.3,0.12,0,0.06,35.9,9.22,9.4,5.87,46.1,0.96,0.24,0.36,44.6,0.36,0.42,1.26,1.86,65.5,1.38,12,38.1,20.9,1.74,64.7,1.74,2.87,60.4,1.92,0,50,284.9,139,53.2,806,90.8,1.44,1.38
Nikola Vukčević,me MNE,MF,Levante,es La Liga,27,1991,15,31.2,35.7,87.5,621.4,129.3,0.33,0.73,45.5,22.7,25.1,90.7,8.13,9.87,82.4,0.13,0.01,0.12,0.4,2,0.2,0,1.73,35.7,34.5,1.13,1.07,0.2,4.8,1.33,0.07,0,0,0,0,25.9,5.4,4.33,28.8,3.53,2.4,0.07,0,31.2,0.07,0.8,0.27,0.4,42.3,2.13,13.8,28.1,3.07,0.33,41.7,0.33,0.33,100,0.33,0,25.3,146.2,65.5,30.2,416,91.8,0.07,0.53
Nikolas Špalek,sk SVK,MF,Brescia,it Serie A,22,1997,10.5,17.1,24.2,70.9,228.4,49.1,0.67,1.71,38.9,15.3,19,80.9,1.14,3.52,32.4,0.1,0.13,-0.04,0.76,1.14,0.48,0,1.05,24.2,23.1,1.05,0.1,0.1,6.86,0.57,1.33,0.19,0,0.1,0,14.5,4.95,4.76,2.76,19.2,1.24,0.19,0.38,17.1,0.1,0.29,0.67,0.86,34.3,0.76,4.86,15,16.1,2.86,33.2,0.48,1.33,35.7,0.48,0,23,140,75.6,38.2,244,60.8,1.43,1.9
Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,42.4,55.8,76.1,858.6,270.9,0.94,2.23,41.9,30.6,34.7,88.2,10.9,18.8,57.9,0.22,0.21,0.01,2.01,4.24,0.5,0,6.47,55.8,47.6,8.2,4.68,0.14,10.5,2.16,5.18,3.53,1.87,1.37,0,32.2,7.41,16.2,41.8,10,2.52,0,0.43,42.4,0.22,1.15,0.94,1.73,66.6,4.39,18.3,38.8,14,0.29,58.5,0.79,1.15,68.8,0.79,0,38.1,176,97.8,39.7,518,93.8,0.22,0.65
Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,20.1,28.3,38.3,73.8,529,154.3,0.35,1.79,19.4,21.6,26.2,82.7,6.27,10.3,60.6,0,0.04,-0.04,0.55,3.38,0.25,0.1,3.58,38.3,37.7,0.6,0.5,0.05,8.01,0.85,0.5,0,0,0,0,19.1,9.2,10,4.88,27.9,3.28,0.1,0.35,28.3,0.2,0.9,0.4,1.14,49.1,2.18,10.3,31.9,8.67,1.33,48.6,0.28,0.47,60,0.28,0,23.6,114.7,59.1,25.8,495,90.8,0.28,0.85
Okay Yokuşlu,tr TUR,MF,Celta Vigo,es La Liga,25,1994,17.1,40.9,49.5,82.7,674.7,160.3,1.52,2.92,52,33.2,38.3,86.7,6.2,8.25,75.2,0.06,0.04,0.02,0.35,2.4,0.06,0.06,2.34,49.5,48,1.52,1.52,0,12.2,1.17,0.18,0,0,0,0,35.1,6.78,7.54,5.09,38.2,3.63,0,0.41,40.9,0.12,0.64,0.99,1.4,60.6,3.74,16.7,40.9,6.32,0.53,59.2,1.05,1.58,66.7,1.11,0,38.4,195.1,87.3,38.7,628,95,0.58,1.11
Oliver Norwood,nir NIR,MF,Sheffield Utd,eng Premier League,28,1991,28.4,50.2,64.6,77.7,1170.6,342.6,0.63,1.51,41.9,33,36.7,89.7,16.6,26.4,62.9,0,0.13,-0.13,1.48,6.94,1.09,0.35,7.78,64.6,58.7,5.95,2.43,0.07,11,5.81,5.49,3.31,2.43,0.32,0.21,34.4,10.8,19.4,2.43,57.6,3.17,0.21,0.11,50.2,0.32,2.25,0.81,0.92,72.4,2.73,15.7,41.9,17,0.1,66.5,0.48,0.55,87.5,0.48,0,42.4,130.2,57,46.5,1304,97,0.31,0.38
Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,49,56.8,86.2,1127.7,233.9,0.49,1.33,36.7,30.1,33.2,90.8,18.4,22.4,82.3,0.04,0.04,0,0.36,3.33,0.31,0,3.91,56.8,54.7,2.18,2.04,0.09,9.47,1.91,0.18,0.09,0,0.09,0,39.4,6.36,11.1,10.4,41.5,2.93,0.04,0.22,49,0.18,0.62,0.27,0.8,68.1,4.71,27.9,39.8,4.93,0.27,66.1,0.49,0.67,73.3,0.53,1,42.6,254,102.9,42.8,925,96.1,0.27,0.36
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,14.6,38.7,47.1,82.2,730.4,182.1,0.55,0.96,57.1,30,34.9,86.1,8.15,11.2,72.6,0,0.02,-0.02,0.62,3.36,0.68,0.14,4.38,47.1,46.3,0.75,0.68,0.07,11,0.89,0.21,0,0,0,0,30.2,6.99,9.86,8.77,32.4,4.04,0.07,0.34,38.7,0.07,0.62,0.62,0.41,58.5,2.95,12.5,38.9,9.93,0.27,57.8,0.68,0.89,76.9,0.68,0,33.3,150.8,79.9,34.2,470,94,0.55,0.41
Óscar Plano,es ESP,MF,Valladolid,es La Liga,28,1991,24.4,19.3,27.1,71.3,340,90.7,0.45,1.43,31.4,15.5,20,77.3,3.44,5.7,60.4,0.08,0.11,-0.02,0.9,2.01,0.61,0.2,1.97,27.1,26.5,0.66,0.25,0.25,6.02,0.78,1.52,0.29,0.04,0.04,0.08,16.5,4.96,5.7,20,3.81,2.05,0.12,0.41,19.3,0.2,0.74,0.66,0.82,39,1.19,7.62,20.9,12.9,1.97,38.4,0.37,0.78,47.4,0.37,1,25.2,152.3,74,32.3,585,74.1,1.68,0.98
Otávio,br BRA,MF,Bordeaux,fr Ligue 1,25,1994,24.6,55.1,60.8,90.6,1043.9,202.8,0.33,0.89,36.4,42.9,45.4,94.5,11.9,14.5,81.8,0.12,0.02,0.1,0.28,3.33,0.24,0.04,2.8,60.8,59.2,1.59,1.5,0,14,1.18,0.2,0,0,0,0,48.7,5.04,7.11,6.22,52.3,1.59,0.08,0.12,55.1,0.08,0.45,0.57,0.57,70.9,3.21,17.3,52.1,5.08,0.12,69.5,0.65,0.77,84.2,0.65,0,51.2,225.5,93.6,52.8,1248,96.1,0.41,0.81
Panagiotis Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,17.1,41.8,53.7,77.7,910.1,311.6,0.53,2.16,24.3,27.7,32.2,86,13.5,19.4,69.8,0.06,0.06,-0.01,0.94,4.68,1.64,0.06,6.84,53.7,50.2,3.51,3.27,0.06,9.94,2.28,1.46,0.06,0,0,0,31.1,9.12,13.6,40.6,9.12,2.11,0.18,0.12,41.8,0.35,1.05,0.94,1.58,65.7,3.98,21.2,37.2,11.7,0.47,62.6,0.76,1.11,68.4,0.76,0,42.5,246.1,138.4,42.5,699,96.1,0.58,0.99
